'famid' 'e1' 'e2' 'e3' 'e4' 'e5' 'e6' 'e7' 'e8' 'e9' 'e10' 'e11' 'e12' 'e13' 'e14' 'e15' 'e16' 'e17' 'e18' 'a1' 'a2' 'a3' 'a4' 'a5' 'a6' 'a7' 'a8' 'a9' 'a10' 'a11' 'a12' 'a13' 'a14' 'a15' 'a16' 'a17' 'a18'
5016422 0.206 0.627 0.31 0.033 NA NA NA NA 1.578 NA NA -0.629 NA 1.048 NA NA NA NA 46.648 46.648 71.188 65.225 NA NA NA NA 54.691 NA NA 25.751 NA 27.303 NA NA NA NA
5016669 0.245 -1.007 0.112 0.164 -1.363 NA NA NA 0.204 NA -0.754 NA NA 0.178 NA NA NA NA 49.543 49.543 74.42 74.625 46.557 NA NA NA 53.486 NA 27.563 NA NA 26.784 NA NA NA NA
5016674 NA 0.183 NA NA -0.325 NA -0.095 NA NA NA NA NA NA NA NA NA NA NA NA 60.609 NA NA 62.119 NA 56.426 NA NA NA NA NA NA NA NA NA NA NA
5016810 0.234 -0.415 0.28 NA 0.59 0.958 NA NA 0.65 -1.012 NA NA NA NA NA NA NA NA 41.388 41.388 71.05 NA 39.326 35.978 NA NA 45.723 41.471 NA NA NA NA NA NA NA NA
5016898 0.519 0.668 NA NA NA 0.249 NA NA NA NA 0.115 0.491 NA NA NA NA NA NA 71.761 71.761 NA NA NA 68.742 NA NA NA NA 47.025 43.992 NA NA NA NA NA NA
5017098 -1.435 -0.945 -0.193 0.225 -1.066 NA NA NA -0.289 1.13 NA NA NA NA NA NA NA NA 27.52 27.52 63.981 61.729 30.435 NA NA NA 30.213 30.329 NA NA NA NA NA NA NA NA
5017161 -0.236 -0.346 NA NA NA NA 0.199 0.549 NA NA NA NA NA NA NA NA NA NA 48.572 48.572 NA NA NA NA 51.136 54.645 NA NA NA NA NA NA NA NA NA NA
5017378 -3.302 -1.663 0.161 NA NA NA NA NA NA 0.654 NA NA NA NA -0.192 NA NA NA 55.941 55.941 82.377 NA NA NA NA NA NA 54.975 NA NA NA NA 14.198 NA NA NA
5017508 -2.31 -1.556 1.563 -1.526 NA NA NA NA 1.633 0.015 NA NA NA NA NA NA NA NA 27.145 27.145 55.261 50.144 NA NA NA NA 36.915 27.559 NA NA NA NA NA NA NA NA
5017610 -0.356 -0.458 NA NA NA NA NA NA NA -0.806 NA NA NA NA NA NA NA NA 47.724 47.724 NA NA NA NA NA NA NA 43.557 NA NA NA NA NA NA NA NA
5017876 -1.248 -2.022 NA NA NA NA NA NA NA 0.731 NA NA NA NA NA NA NA NA 65.66 65.66 NA NA NA NA NA NA NA 68.52 NA NA NA NA NA NA NA NA
5018157 0.223 1.099 NA NA NA NA -1.543 NA NA NA -0.436 NA NA NA NA NA NA NA 73.131 73.131 NA NA NA NA 68.823 NA NA NA 42.903 NA NA NA NA NA NA NA
5018309 1.95 1.464 0.285 NA NA NA NA NA NA -0.731 NA NA NA NA NA NA NA NA 51.999 51.999 73.291 NA NA NA NA NA NA 52.362 NA NA NA NA NA NA NA NA
5018328 -1.676 -2.005 NA NA NA NA NA NA 1.148 NA NA NA -1.11 NA -0.322 NA NA NA 69.364 69.364 NA NA NA NA NA NA 75.709 NA NA NA 45.047 NA 44.497 NA NA NA
5018531 1.081 1.006 NA NA NA NA NA NA 0.48 -1.399 NA NA 0.684 0.711 NA NA NA NA 55.736 55.736 NA NA NA NA NA NA 56.294 51.656 NA NA 29.831 29.544 NA NA NA NA
5018592 NA -0.297 NA NA NA NA -0.106 NA NA NA NA NA NA NA NA NA NA NA NA 61.546 NA NA NA NA 58.791 NA NA NA NA NA NA NA NA NA NA NA
5018989 -0.572 -0.174 -1.006 NA 0.719 NA NA NA NA NA NA NA NA NA NA NA NA NA 21.436 21.436 50.31 NA 17.051 NA NA NA NA NA NA NA NA NA NA NA NA NA
5019044 1.062 1.229 -0.087 1.769 NA NA 0.796 NA NA NA NA NA NA NA NA NA NA NA 27.613 27.613 49.496 51.051 NA NA 26.432 NA NA NA NA NA NA NA NA NA NA NA
5019054 1.128 1.072 NA NA NA NA NA NA NA NA NA 0.156 NA NA NA NA NA NA 75.041 75.041 NA NA NA NA NA NA NA NA NA 51.441 NA NA NA NA NA NA
5019116 0.141 -0.591 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 46.804 46.804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5019243 -1.733 -1.112 NA -0.757 NA NA NA NA NA 1.532 NA NA NA NA NA NA NA NA 23.674 23.674 NA 49.543 NA NA NA NA NA 26.32 NA NA NA NA NA NA NA NA
5019263 0.384 -0.164 NA NA NA NA NA NA 1.693 NA 1.161 NA NA NA NA NA NA NA 59.302 59.302 NA NA NA NA NA NA 56.227 NA 41.474 NA NA NA NA NA NA NA
5019276 -1.025 -1.226 NA NA NA NA -0.652 NA NA NA NA NA NA NA NA NA NA NA 66.623 66.623 NA NA NA NA 68.471 NA NA NA NA NA NA NA NA NA NA NA
5019643 0.87 0.18 NA 0.361 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18.57 18.57 NA 37.387 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5019696 -0.493 -1.381 NA -1.413 NA NA -0.385 NA -0.754 -1.499 NA NA -1.625 NA NA NA NA NA 37.943 37.943 NA 67.671 NA NA 36.17 NA 41.296 36.939 NA NA 15.825 NA NA NA NA NA
5019712 1.426 2.188 0.881 NA -0.824 NA NA NA NA 1.78 NA NA NA NA NA NA NA NA 28.378 28.378 62.538 NA 30.113 NA NA NA NA 34.817 NA NA NA NA NA NA NA NA
5019718 0.923 1.317 1.461 0.61 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 46.303 46.303 74.207 66.274 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5020319 0.102 -0.531 -0.636 NA 0.213 NA 0.951 NA NA -0.744 NA NA NA NA NA NA NA NA 42.974 42.974 69.169 NA 47.207 NA 41.559 NA NA 43.707 NA NA NA NA NA NA NA NA
5020645 1.902 3.181 NA NA NA NA 1.069 NA NA NA NA NA NA NA NA NA NA NA 58.957 58.957 NA NA NA NA 60.947 NA NA NA NA NA NA NA NA NA NA NA
5020986 2.176 NA NA NA NA NA NA NA -0.874 NA -0.122 0.812 NA NA NA NA NA NA 75.939 NA NA NA NA NA NA NA 81.989 NA 49.062 46.973 NA NA NA NA NA NA
5021360 0.713 -0.009 NA NA 3.039 NA NA NA NA -1.016 1.32 NA 0.41 NA NA 0.962 NA NA 60.229 60.229 NA NA 62.411 NA NA NA NA 58.859 43.633 NA 34.953 NA NA 37.963 NA NA
5021720 0.357 0.274 NA 0.545 NA NA NA NA -1.494 -1.829 NA NA NA NA NA NA NA NA 40.673 40.673 NA 65.112 NA NA NA NA 45.088 37.441 NA NA NA NA NA NA NA NA
5021789 0.427 -0.57 NA NA NA -1.66 -0.382 NA NA NA NA NA NA NA NA NA NA NA 20.632 20.632 NA NA NA 22.137 18.646 NA NA NA NA NA NA NA NA NA NA NA
5021820 1.916 1.01 NA NA NA NA NA NA NA -1.454 NA NA NA NA NA NA NA NA 44.873 44.873 NA NA NA NA NA NA NA 46.229 NA NA NA NA NA NA NA NA
5022068 1.526 0.496 NA NA 0.232 0.847 NA NA NA NA 0.584 NA NA NA NA NA NA NA 61.197 61.197 NA NA 62.683 63.675 NA NA NA NA 38.168 NA NA NA NA NA NA NA
5022126 2.368 2.52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 61.386 61.386 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5022224 -3.156 -2.573 NA NA NA NA NA NA NA 0.29 NA NA NA NA NA NA NA NA 43.049 43.049 NA NA NA NA NA NA NA 43.505 NA NA NA NA NA NA NA NA
5022431 -2.396 -1.396 NA -2.899 NA NA NA NA NA 1.66 NA NA NA NA NA NA NA NA 41.849 41.849 NA 77.523 NA NA NA NA NA 42.603 NA NA NA NA NA NA NA NA
5022855 1.632 0.387 NA -0.96 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 22.813 22.813 NA 34.379 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5022997 -1.928 -2.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 71.586 71.586 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5023175 0.306 -0.17 -0.464 NA -1.093 NA NA NA NA -0.149 NA NA NA NA 0.539 NA NA NA 55.695 55.695 85.562 NA 52.142 NA NA NA NA 47.809 NA NA NA NA 30.079 NA NA NA
5023194 0.682 0.965 NA NA NA NA NA NA NA NA NA NA NA NA -1.809 NA NA NA 39.659 39.659 NA NA NA NA NA NA NA NA NA NA NA NA 18.018 NA NA NA
5023278 -0.302 -1.17 NA NA 0.731 NA 1.025 NA NA NA NA NA NA NA NA NA NA NA 70.607 70.607 NA NA 74.11 NA 77.511 NA NA NA NA NA NA NA NA NA NA NA
5023380 2.079 1.081 NA NA NA NA NA NA NA 0.416 NA NA NA NA NA NA NA NA 41.874 41.874 NA NA NA NA NA NA NA 45.45 NA NA NA NA NA NA NA NA
5023705 0.089 0.109 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 52.222 52.222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5023950 -0.752 -0.658 1.316 NA -1.055 0.252 -0.803 NA NA NA NA NA NA NA NA NA NA NA 33.816 33.816 70.621 NA 34.929 36.193 35.017 NA NA NA NA NA NA NA NA NA NA NA
5024198 -1.266 -1.521 0.69 NA -0.051 NA NA NA 2.38 NA 0.373 NA NA NA NA NA NA NA 46.297 46.297 73.892 NA 44.336 NA NA NA 51.413 NA 23.194 NA NA NA NA NA NA NA
5024690 NA 0.789 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 68.762 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5024827 1.457 -0.53 NA NA NA NA NA NA NA NA NA NA NA NA 0.408 0.008 NA NA 74.342 74.342 NA NA NA NA NA NA NA NA NA NA NA NA 47.282 53.067 NA NA
5025069 1.227 -0.074 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 45.765 45.765 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5025194 0.024 0.049 0.915 NA NA NA NA NA NA -1.052 0.536 NA NA NA NA NA NA NA 44.94 44.94 70.6 NA NA NA NA NA NA 52.078 23.764 NA NA NA NA NA NA NA
5025419 0.626 0.154 0.084 NA NA NA NA NA 1.443 NA NA NA NA NA NA NA NA NA 31.127 31.127 52.209 NA NA NA NA NA 30.937 NA NA NA NA NA NA NA NA NA
5025560 0.281 -0.343 1.579 NA NA NA 0.536 1.046 NA 2.071 NA NA NA NA NA NA NA NA 34.205 34.205 67.172 NA NA NA 32.573 33 NA 39.527 NA NA NA NA NA NA NA NA
5026019 0.928 -0.51 NA NA NA 0.806 NA NA NA -0.282 NA NA 0.213 NA NA NA -0.482 NA 65 65 NA NA NA 62.378 NA NA NA 67.327 NA NA 44.029 NA NA NA 41.266 NA
5026107 0.064 0.644 0.171 -1.021 NA NA NA NA NA -0.668 NA NA NA NA NA NA NA NA 44.222 44.222 74.236 70.714 NA NA NA NA NA 43.992 NA NA NA NA NA NA NA NA
5026382 -0.922 -1.36 -1.102 -1.415 NA NA NA NA NA 4.363 NA NA NA NA NA NA NA NA 23.574 23.574 46.864 41.419 NA NA NA NA NA 27.371 NA NA NA NA NA NA NA NA
5026390 1.076 0.853 NA NA NA NA NA NA NA -3.331 NA NA 0.55 NA -2.508 NA -2.724 NA 50.732 50.732 NA NA NA NA NA NA NA 58.888 NA NA 28.034 NA 24.793 NA 25.088 NA
5026847 0.896 -0.041 NA NA -1.051 NA NA NA NA NA NA NA NA NA NA NA NA NA 59.571 59.571 NA NA 53.944 NA NA NA NA NA NA NA NA NA NA NA NA NA
5027084 -0.976 -1.441 NA NA -1.144 NA -1.134 NA NA NA NA NA NA NA NA NA NA NA 30.73 30.73 NA NA 36.207 NA 34.485 NA NA NA NA NA NA NA NA NA NA NA
5027276 -0.391 -1.321 NA NA NA -0.464 NA -2.613 0.749 NA 0.477 NA NA NA NA NA NA NA 40.916 40.916 NA NA NA 42.095 NA 38.946 41.919 NA 17.006 NA NA NA NA NA NA NA
5027421 0.817 0.221 -0.084 0.458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24.047 24.047 53.443 51.888 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5027808 0.759 1.106 NA 0.577 NA NA NA NA NA NA NA NA NA NA NA NA 2.923 NA 34.003 34.003 NA 58.248 NA NA NA NA NA NA NA NA NA NA NA NA 14.448 NA
5027823 0.362 -0.978 NA NA NA NA NA 0.432 NA 2.076 NA NA NA NA NA NA NA NA 58.687 58.687 NA NA NA NA NA 63.609 NA 55.704 NA NA NA NA NA NA NA NA
5028395 -0.543 -1.068 NA NA NA NA -0.813 NA NA 0.3 -0.62 NA NA NA NA NA NA NA 55.45 55.45 NA NA NA NA 59.443 NA NA 60.242 30.045 NA NA NA NA NA NA NA
5028767 1.401 1.162 1.52 NA NA NA NA NA -1.325 NA NA NA 0.191 1.416 NA NA NA NA 48.116 48.116 78.186 NA NA NA NA NA 55.051 NA NA NA 24.481 22.891 NA NA NA NA
5029333 -0.502 0.176 1.13 0.147 NA NA NA NA 1.008 NA NA NA NA NA NA NA NA NA 21.743 21.743 42.031 36.759 NA NA NA NA 22.653 NA NA NA NA NA NA NA NA NA
5029878 0.151 0.015 -0.316 NA NA NA NA NA -1.412 NA NA NA NA NA NA NA NA NA 38.921 38.921 64.372 NA NA NA NA NA 45.99 NA NA NA NA NA NA NA NA NA
5029955 -0.618 -1.638 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 71.625 71.625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5030231 -0.985 -0.928 NA 0.491 NA NA -0.839 NA NA 0.454 NA NA NA NA NA NA NA NA 28.447 28.447 NA 43.874 NA NA 26.539 NA NA 32.544 NA NA NA NA NA NA NA NA
5030889 0.708 0.413 NA NA NA NA NA NA -1.121 0.279 -1.099 NA NA NA NA NA NA NA 38.088 38.088 NA NA NA NA NA NA 41.847 45.238 16.81 NA NA NA NA NA NA NA
5030991 0.115 0.048 NA NA NA NA NA -0.103 NA NA NA NA NA NA NA NA NA NA 40.886 40.886 NA NA NA NA NA 37.357 NA NA NA NA NA NA NA NA NA NA
5031432 0.895 1.076 0.115 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19.076 19.076 39.571 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5031964 NA 0.599 NA NA NA NA -0.097 NA NA NA NA NA NA NA NA NA NA NA NA 75.601 NA NA NA NA 79.168 NA NA NA NA NA NA NA NA NA NA NA
5032033 2.719 3.017 2.863 NA 0.868 NA NA NA NA NA NA NA NA NA NA NA NA NA 20.784 20.784 49.171 NA 27.143 NA NA NA NA NA NA NA NA NA NA NA NA NA
5032397 -1.106 -1.929 -0.241 NA NA NA NA NA -0.479 0.921 NA NA NA NA NA NA NA NA 29.795 29.795 48.797 NA NA NA NA NA 32.244 37.282 NA NA NA NA NA NA NA NA
5032777 0.022 -0.307 NA -0.72 NA -1.235 NA NA NA NA NA NA NA NA NA NA NA NA 31.096 31.096 NA 54.12 NA 33.645 NA NA NA NA NA NA NA NA NA NA NA NA
5033073 -0.773 -0.329 NA NA -0.613 NA NA NA NA NA NA NA NA NA NA NA NA NA 52.744 52.744 NA NA 49.009 NA NA NA NA NA NA NA NA NA NA NA NA NA
5033646 -0.981 -0.955 NA -1.196 NA NA NA NA 1.515 0.294 NA NA NA NA NA NA NA NA 49.621 49.621 NA 65.298 NA NA NA NA 60.088 46.45 NA NA NA NA NA NA NA NA
5033739 1.467 1.452 -0.383 NA 0.61 NA NA NA NA NA NA NA NA NA NA NA NA NA 45.352 45.352 74.315 NA 47.102 NA NA NA NA NA NA NA NA NA NA NA NA NA
5033798 -0.092 -1.276 NA NA NA NA NA NA 0.453 NA NA NA NA NA NA NA NA NA 65.496 65.496 NA NA NA NA NA NA 72.291 NA NA NA NA NA NA NA NA NA
5034244 -0.48 -1.725 NA NA NA NA -1.223 NA -1.835 NA NA NA NA NA NA NA NA NA 64.456 64.456 NA NA NA NA 59.833 NA 60.22 NA NA NA NA NA NA NA NA NA
5034585 0.332 NA NA NA -0.318 NA NA NA 0.577 NA NA NA NA NA NA NA NA NA 78.947 NA NA NA 77.51 NA NA NA 81.643 NA NA NA NA NA NA NA NA NA
5034891 0.853 -0.118 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 78.998 78.998 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5035066 -0.896 0.571 NA NA 2.013 1.199 NA NA NA 1.545 NA NA NA NA NA NA 0.663 NA 62.495 62.495 NA NA 66.834 60.019 NA NA NA 63.199 NA NA NA NA NA NA 32.327 NA
5035117 1.028 1.53 1.413 NA NA NA NA NA NA -0.302 NA NA NA NA NA NA NA NA 21.417 21.417 50.918 NA NA NA NA NA NA 30.457 NA NA NA NA NA NA NA NA
5035260 1.163 1.004 NA NA NA NA -0.079 1.256 0.766 NA NA NA NA NA NA NA NA NA 52.582 52.582 NA NA NA NA 49.53 58.321 56.093 NA NA NA NA NA NA NA NA NA
5035546 -1.72 NA NA NA NA NA -0.371 NA NA NA 0.475 0.2 NA NA NA NA NA NA 71.965 NA NA NA NA NA 73.67 NA NA NA 39.336 38.309 NA NA NA NA NA NA
5035780 -1.008 -0.237 NA NA NA NA NA NA NA -0.767 NA NA NA NA NA NA NA NA 63.6 63.6 NA NA NA NA NA NA NA 59.853 NA NA NA NA NA NA NA NA
5036149 -0.142 -0.365 NA -0.935 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21.062 21.062 NA 49.56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5036273 -0.66 -0.352 NA 1.852 NA NA NA NA NA 1.317 NA NA NA NA NA NA NA NA 46.89 46.89 NA 66.688 NA NA NA NA NA 60.797 NA NA NA NA NA NA NA NA
5036301 1.276 1.295 -0.411 NA NA NA NA NA 0.1 NA NA NA NA NA NA NA NA -0.749 43.261 43.261 66.638 NA NA NA NA NA 55.749 NA NA NA NA NA NA NA NA 20.386
5036314 NA 0.361 NA NA NA NA -0.106 NA NA 1.655 NA NA NA NA NA NA 0.134 NA NA 72.773 NA NA NA NA 70.357 NA NA 77.034 NA NA NA NA NA NA 47.334 NA
5036872 -0.126 1.909 NA 0.018 0.495 NA NA NA NA NA NA NA NA NA NA NA NA NA 51.585 51.585 NA 81.22 46.221 NA NA NA NA NA NA NA NA NA NA NA NA NA
5037439 -1.232 -0.138 NA -2.558 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33.078 33.078 NA 53.833 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5037495 0.637 1.018 NA NA NA NA 3.157 NA NA -1.975 NA NA NA NA NA NA NA NA 47.525 47.525 NA NA NA NA 52.222 NA NA 52.314 NA NA NA NA NA NA NA NA
5037566 1.218 0.669 NA NA NA NA 2.585 NA -1.108 NA NA NA NA 0.004 NA NA NA NA 55.009 55.009 NA NA NA NA 59.672 NA 40.589 NA NA NA NA 34.163 NA NA NA NA
5038042 0.341 -0.073 NA NA NA -0.612 NA NA NA NA NA NA NA NA NA NA NA NA 62.658 62.658 NA NA NA 64.335 NA NA NA NA NA NA NA NA NA NA NA NA
5038215 1.671 0.903 NA NA NA NA NA NA -2.099 NA NA NA NA NA NA NA 3.017 1.593 60.538 60.538 NA NA NA NA NA NA 61.233 NA NA NA NA NA NA NA 39.042 37.668
5038354 0.942 0.301 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 28.237 28.237 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5038434 -0.345 -0.451 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -2.025 NA 76.624 76.624 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 54.634 NA
5038507 2.392 3.487 NA 2.391 1.62 NA NA NA NA NA NA NA NA NA NA NA NA NA 27.236 27.236 NA 46.844 26.035 NA NA NA NA NA NA NA NA NA NA NA NA NA
5038531 -0.598 1.25 NA NA NA NA NA NA 1.695 NA NA NA NA NA 1.268 NA NA NA 65.342 65.342 NA NA NA NA NA NA 64.437 NA NA NA NA NA 46.818 NA NA NA
5038564 -0.668 -0.913 NA -0.284 NA NA NA NA NA 0.556 NA NA NA NA NA NA NA NA 25.593 25.593 NA 48.375 NA NA NA NA NA 34.101 NA NA NA NA NA NA NA NA
5038722 0.144 -0.831 0.927 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20.88 20.88 67.475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5038940 -0.48 -0.033 NA NA 0.369 NA NA NA NA 0.699 NA NA NA NA NA NA NA NA 42.354 42.354 NA NA 43.993 NA NA NA NA 36.622 NA NA NA NA NA NA NA NA
5039087 -1.282 1.176 NA NA NA NA NA NA NA 1.356 NA NA NA NA NA NA NA NA 52.084 52.084 NA NA NA NA NA NA NA 58.043 NA NA NA NA NA NA NA NA
5039193 0.622 0.618 NA NA NA NA NA NA NA 1.559 NA NA NA NA NA NA 0.834 NA 63.361 63.361 NA NA NA NA NA NA NA 67.294 NA NA NA NA NA NA 35.04 NA
5039402 -0.957 0.077 NA NA NA NA NA NA NA NA -1.665 NA -1.816 NA NA NA NA NA 64.766 64.766 NA NA NA NA NA NA NA NA 34.944 NA 27.209 NA NA NA NA NA
5039808 -0.17 -0.295 NA NA -0.535 NA NA NA NA NA NA NA NA NA NA NA NA NA 57.192 57.192 NA NA 56.175 NA NA NA NA NA NA NA NA NA NA NA NA NA
5039952 1.126 -0.998 NA NA -0.235 -1.361 NA NA -1.124 NA -0.678 NA NA NA NA 0.101 -1.564 NA 54.529 54.529 NA NA 51.748 55.863 NA NA 57.729 NA 34.218 NA NA NA NA 24.838 23.773 NA
5040047 NA 1.459 NA NA NA NA NA -1.72 NA NA NA NA NA NA NA NA NA NA NA 63.373 NA NA NA NA NA 65.057 NA NA NA NA NA NA NA NA NA NA
5040170 0.12 -0.33 NA NA NA NA -1.063 NA NA NA NA NA NA NA NA NA NA NA 51.218 51.218 NA NA NA NA 49.784 NA NA NA NA NA NA NA NA NA NA NA
5040526 -0.413 -1.017 NA NA NA NA NA NA NA 1.585 NA NA NA NA NA NA NA NA 29.668 29.668 NA NA NA NA NA NA NA 40.17 NA NA NA NA NA NA NA NA
5040598 1.349 1.28 NA 1.595 NA NA NA NA NA -2.078 NA NA NA NA NA NA NA NA 60.791 60.791 NA 82.653 NA NA NA NA NA 65.662 NA NA NA NA NA NA NA NA
5040748 0.341 -1.186 NA NA NA -0.46 0.915 -0.184 NA NA NA NA NA NA NA NA NA NA 27.808 27.808 NA NA NA 29.416 26.609 32.165 NA NA NA NA NA NA NA NA NA NA
5041471 -0.862 -0.432 NA NA -0.331 NA NA NA NA NA NA NA NA NA NA NA NA NA 44.6 44.6 NA NA 42.637 NA NA NA NA NA NA NA NA NA NA NA NA NA
5041564 -1.322 0.533 -0.778 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 39.334 39.334 71.477 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5041721 -2.182 -1.307 NA NA -0.854 NA NA NA NA NA NA NA NA NA NA NA NA NA 29.08 29.08 NA NA 31.962 NA NA NA NA NA NA NA NA NA NA NA NA NA
5042467 -0.63 -1.542 NA NA NA NA NA NA NA -0.432 NA NA NA -0.202 0.485 NA NA NA 62.031 62.031 NA NA NA NA NA NA NA 64.586 NA NA NA 36.184 33.555 NA NA NA
5042470 -2.247 -1.984 NA NA -2.354 NA NA NA 0.205 -2.831 NA NA NA NA NA NA NA -1.172 54.078 54.078 NA NA 51.676 NA NA NA 51.997 51.721 NA NA NA NA NA NA NA 36.251
5042472 1.07 0.848 -0.59 0.753 NA 0.962 NA NA NA NA NA NA NA NA NA NA NA NA 30.415 30.415 53.513 50.006 NA 24.36 NA NA NA NA NA NA NA NA NA NA NA NA
5043423 NA -1.219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 79.245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5043451 0.473 1.285 NA NA NA NA 0.426 NA NA NA NA NA NA NA NA NA 0.389 NA 62.354 62.354 NA NA NA NA 65.077 NA NA NA NA NA NA NA NA NA 33.353 NA
5043646 -0.676 -0.735 NA NA NA NA 0.178 NA -0.4 -0.465 NA NA NA NA NA NA NA NA 45.173 45.173 NA NA NA NA 39.259 NA 42.662 46.805 NA NA NA NA NA NA NA NA
5044008 0.8 0.84 NA NA NA NA 0.814 1.606 NA NA NA NA NA NA NA NA NA NA 56.521 56.521 NA NA NA NA 61.433 48.476 NA NA NA NA NA NA NA NA NA NA
5044562 NA 1.693 NA NA NA NA NA NA NA -0.85 NA NA NA NA NA NA NA NA NA 75.575 NA NA NA NA NA NA NA 78.784 NA NA NA NA NA NA NA NA
5045045 0.726 1.291 1.688 -0.397 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 39.229 39.229 63.383 64.953 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5045426 -0.455 0.802 NA -0.979 NA NA NA NA -0.213 NA NA NA NA NA NA NA NA NA 38.188 38.188 NA 61.572 NA NA NA NA 43.151 NA NA NA NA NA NA NA NA NA
5046572 1.214 1.365 0.662 2.544 NA NA 3.758 NA NA 1.695 NA NA NA NA NA NA 0.795 NA 36.204 36.204 60.987 58.932 NA NA 33.939 NA NA 38.138 NA NA NA NA NA NA 16.217 NA
5047189 -0.617 0.68 -1.212 1.768 0.955 NA NA NA 0.653 NA NA NA NA NA NA NA NA NA 28.479 28.479 53.579 49.705 27.188 NA NA NA 27.531 NA NA NA NA NA NA NA NA NA
5047794 -0.548 -1.239 NA NA NA NA -0.219 NA NA NA -0.582 NA NA NA NA NA NA NA 48.207 48.207 NA NA NA NA 52.965 NA NA NA 25.268 NA NA NA NA NA NA NA
5048337 -1.177 0.791 NA NA 0.116 NA NA NA NA 0.659 NA NA NA NA NA NA NA NA 59.456 59.456 NA NA 61.251 NA NA NA NA 52.327 NA NA NA NA NA NA NA NA
5049132 1.503 2.103 -1.257 1.097 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35.693 35.693 56.776 58.732 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5049160 1.557 1.253 NA NA NA NA NA NA NA 2.802 NA NA NA NA NA NA NA NA 73.978 73.978 NA NA NA NA NA NA NA 81.652 NA NA NA NA NA NA NA NA
5049177 0.32 NA NA NA NA NA -1.778 NA NA NA NA NA NA NA NA NA NA NA 77.371 NA NA NA NA NA 75.966 NA NA NA NA NA NA NA NA NA NA NA
5049490 -0.648 -1.008 NA NA -0.553 NA -0.419 NA NA -2.088 NA NA NA NA NA NA NA NA 49.199 49.199 NA NA 53.781 NA 41.69 NA NA 54.386 NA NA NA NA NA NA NA NA
5049747 1.367 0.764 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.867 74.159 74.159 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 55.007
5050004 0.113 0.54 NA -0.881 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18.243 18.243 NA 41.959 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5050172 0.174 -0.037 NA -0.845 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34.178 34.178 NA 48.973 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
5050443 -0.713 -1.695 NA NA NA NA NA NA NA -0.243 NA NA NA NA NA NA -1.114 NA 59.931 59.931 NA NA NA NA NA NA NA 60.317 NA NA NA NA NA NA 24.805 NA
